"행정구역(시군구)별",2026.01
"행정구역(시군구)별",총인구수 (명)
"서울특별시",9299701
"부산광역시",3239711
"대구광역시",2352249
"인천광역시",3053308
"광주광역시",1390658
"대전광역시",1440550
"울산광역시",1091281
"세종특별자치시",391477
"경기도",13736642
"강원특별자치도",1507634
"충청북도",1596749
"충청남도",2136204
"전북특별자치도",1723497
"전라남도",1778171
"경상북도",2503544
"경상남도",3205787
"제주특별자치도",663995
