"행정구역(시군구)별","항목","단위","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"남구","총인구수[명]","명","423866","418074","418156","420348","425371","432716","433138","430889","420403","416672","412379","420741","419935","423876","417996","414500","411330","408305","404893","417103","419267","","","","","","","",
"남구","남자인구수[명]","명","213714","210821","211027","212137","214725","218803","219143","217912","212531","210954","208741","212854","212412","214258","211175","209429","207831","206227","204518","210433","211602","","","","","","","",
"남구","여자인구수[명]","명","210152","207253","207129","208211","210646","213913","213995","212977","207872","205718","203638","207887","207523","209618","206821","205071","203499","202078","200375","206670","207665","","","","","","","",
"미추홀구","총인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","416542","408862","404343","407464","406004","405995","412274",
"미추홀구","남자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","210088","206129","203638","205283","204354","204247","207449",
"미추홀구","여자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","206454","202733","200705","202181","201650","201748","204825",
"연수구","총인구수[명]","명","253270","259862","261202","262319","261038","259254","257564","255998","265658","271010","268780","268668","271497","279230","287903","292589","300305","310703","319052","328627","335142","346359","366550","387450","389644","385796","392416","400213",
"연수구","남자인구수[명]","명","126548","129967","130641","131380","130831","129976","129030","128146","133129","135870","134818","134761","136078","140216","144277","146499","150157","155161","159287","163753","166878","172298","182374","192570","193417","191405","194599","198116",
"연수구","여자인구수[명]","명","126722","129895","130561","130939","130207","129278","128534","127852","132529","135140","133962","133907","135419","139014","143626","146090","150148","155542","159765","164874","168264","174061","184176","194880","196227","194391","197817","202097",
"남동구","총인구수[명]","명","392753","396499","397462","407845","407615","403574","392478","384244","379310","390044","425217","450054","463414","473423","495469","503597","507021","514656","531395","530982","536578","537161","532704","525354","518272","506181","492415","486225",
"남동구","남자인구수[명]","명","198136","199907","200634","205841","205772","203707","198022","193486","190765","195954","213301","225247","231501","236568","247604","251391","253179","256882","264986","264714","267290","267426","264955","260923","257468","251394","244530","241220",
"남동구","여자인구수[명]","명","194617","196592","196828","202004","201843","199867","194456","190758","188545","194090","211916","224807","231913","236855","247865","252206","253842","257774","266409","266268","269288","269735","267749","264431","260804","254787","247885","245005",
"부평구","총인구수[명]","명","501503","519839","528339","546520","552093","558310","554027","557144","567347","570283","568905","569246","563920","567493","560936","559047","556985","556992","555844","549716","539941","524640","511577","494962","486765","489118","494138","493200",
"부평구","남자인구수[명]","명","253765","262662","266946","275868","278328","281385","278574","279824","284528","286190","285303","285335","282639","284701","280854","279725","278352","277916","276826","273356","268118","260144","253338","244713","240348","241285","243292","242457",
"부평구","여자인구수[명]","명","247738","257177","261393","270652","273765","276925","275453","277320","282819","284093","283602","283911","281281","282792","280082","279322","278633","279076","279018","276360","271823","264496","258239","250249","246417","247833","250846","250743",
"계양구","총인구수[명]","명","313930","326220","332236","337077","339696","341074","340175","337103","335435","342335","342564","342299","344039","347810","344299","342202","343806","339538","334332","330284","323784","312680","303471","296750","295696","288856","280266","280227",
"계양구","남자인구수[명]","명","158483","164499","167550","169983","171201","171827","171225","169658","168687","172173","172258","171957","172753","174791","173225","171886","172539","170238","167579","165301","161925","156128","151569","147976","147316","143881","139459","139318",
"계양구","여자인구수[명]","명","155447","161721","164686","167094","168495","169247","168950","167445","166748","170162","170306","170342","171286","173019","171074","170316","171267","169300","166753","164983","161859","156552","151902","148774","148380","144975","140807","140909",
"서구","총인구수[명]","명","312839","326386","337579","342973","348450","350121","347117","362269","380916","384431","399430","393346","395508","408068","436134","469887","490035","498686","504606","510733","516017","538596","544556","542040","555380","589013","624358","634064",
"서구","남자인구수[명]","명","159083","165910","171432","174363","177331","178325","177009","184290","193626","195466","202885","199837","200961","207656","221363","238013","247938","252156","254943","258117","260649","272153","274942","273778","280398","297120","314541","319008",
"서구","여자인구수[명]","명","153756","160476","166147","168610","171119","171796","170108","177979","187290","188965","196545","193509","194547","200412","214771","231874","242097","246530","249663","252616","255368","266443","269614","268262","274982","291893","309817","315056",
"서구검단출장소","총인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"서구검단출장소","남자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"서구검단출장소","여자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"강화군","총인구수[명]","명","69539","68572","67924","67100","66860","65698","65044","65114","65389","65510","66466","67387","67049","67104","66779","66752","66735","67118","67667","68010","68754","68896","69178","69203","69693","69803","69005","69402",
"강화군","남자인구수[명]","명","34495","34127","33896","33441","33315","32667","32409","32511","32576","32631","33154","33650","33504","33526","33388","33415","33520","33657","33916","34170","34509","34546","34665","34644","34868","34918","34566","34707",
"강화군","여자인구수[명]","명","35044","34445","34028","33659","33545","33031","32635","32603","32813","32879","33312","33737","33545","33578","33391","33337","33215","33461","33751","33840","34245","34350","34513","34559","34825","34885","34439","34695",
"옹진군","총인구수[명]","명","13341","13920","14056","14008","14050","14120","14270","14820","15609","16491","16980","17376","18221","18739","19485","20039","20698","20703","20962","21351","21573","21036","20566","20455","20342","20613","20377","19996",
"옹진군","남자인구수[명]","명","6739","7027","7124","7129","7169","7214","7321","7651","8079","8657","9006","9278","9772","10104","10641","11200","11691","11594","11878","12155","12225","11928","11678","11641","11598","11768","11643","11353",
"옹진군","여자인구수[명]","명","6602","6893","6932","6879","6881","6906","6949","7169","7530","7834","7974","8098","8449","8635","8844","8839","9007","9109","9084","9196","9348","9108","8888","8814","8744","8845","8734","8643",
"광주광역시","총인구수[명]","명","1323863","1339441","1356612","1371909","1383765","1397452","1395762","1401172","1401745","1407798","1413444","1422702","1433640","1454636","1463464","1469216","1472910","1475884","1472199","1469214","1463770","1459336","1456468","1450062","1441611","1431050","1419237","1408422",
"광주광역시","남자인구수[명]","명","656596","665166","673853","681570","687267","693937","693149","695479","695687","698664","701561","705817","711091","721780","725606","728406","730216","731339","729662","728137","725295","722581","720740","717348","713015","707299","700896","695224",
"광주광역시","여자인구수[명]","명","667267","674275","682759","690339","696498","703515","702613","705693","706058","709134","711883","716885","722549","732856","737858","740810","742694","744545","742537","741077","738475","736755","735728","732714","728596","723751","718341","713198",
"동구","총인구수[명]","명","139142","133077","128038","123647","119182","117225","116486","117733","114480","114086","115066","109963","107772","104449","106495","105580","103016","100786","98784","95791","95448","94475","98585","102897","103470","105909","107176","106203",
"동구","남자인구수[명]","명","68882","65891","63507","61483","59270","58196","57783","58324","56917","56735","57347","54988","53791","52221","53286","52888","51584","50382","49362","47823","47579","46902","48799","50810","51046","52305","52830","52218",
"동구","여자인구수[명]","명","70260","67186","64531","62164","59912","59029","58703","59409","57563","57351","57719","54975","53981","52228","53209","52692","51432","50404","49422","47968","47869","47573","49786","52087","52424","53604","54346","53985",
"서구","총인구수[명]","명","241761","248213","267116","287867","300999","312205","313808","315987","311511","309362","307072","304885","299825","303219","317936","316545","315276","310317","305028","309579","306957","304172","300975","296576","291231","287401","283991","279050",
"서구","남자인구수[명]","명","119982","123238","132427","142381","148673","154222","154993","155998","153814","152615","151441","150315","147651","149345","156398","155783","155104","152605","149987","152246","150977","149540","147671","145374","142721","140726","138939","136429",
"서구","여자인구수[명]","명","121779","124975","134689","145486","152326","157983","158815","159989","157697","156747","155631","154570","152174","153874","161538","160762","160172","157712","155041","157333","155980","154632","153304","151202","148510","146675","145052","142621",
"남구","총인구수[명]","명","248276","244382","237138","231501","226143","221357","216102","213321","214524","211744","209024","213073","213697","216863","219041","218313","216254","219815","221318","219729","218454","216369","218060","214579","215575","212379","209646","207597",
"남구","남자인구수[명]","명","121474","119933","116392","113803","111081","108725","106111","104650","104971","103556","102036","103919","104113","105612","106382","105840","104891","106477","107110","106288","105580","104337","105027","103257","103542","101881","100350","99247",
"남구","여자인구수[명]","명","126802","124449","120746","117698","115062","112632","109991","108671","109553","108188","106988","109154","109584","111251","112659","112473","111363","113338","114208","113441","112874","112032","113033","111322","112033","110498","109296","108350",
"북구","총인구수[명]","명","464445","473148","476833","475992","474409","471364","462384","458030","454241","460985","466181","474121","469410","466866","444483","443677","445489","447685","446316","441066","438780","439773","433533","430431","427114","424707","421683","423961",
"북구","남자인구수[명]","명","230322","234738","236804","236514","235629","234314","229748","227385","225442","228959","231639","235363","233241","232226","221173","220615","221433","222622","221958","219300","217966","218323","215260","213611","211999","210416","208679","209598",
"북구","여자인구수[명]","명","234123","238410","240029","239478","238780","237050","232636","230645","228799","232026","234542","238758","236169","234640","223310","223062","224056","225063","224358","221766","220814","221450","218273","216820","215115","214291","213004","214363",
"광산구","총인구수[명]","명","230239","240621","247487","252902","263032","275301","286982","296101","306989","311621","316101","320660","342936","363239","375509","385101","392875","397281","400753","403049","404131","404547","405315","405579","404221","400654","396741","391611",
"광산구","남자인구수[명]","명","115936","121366","124723","127389","132614","138480","144514","149122","154543","156799","159098","161232","172295","182376","188367","193280","197204","199253","201245","202480","203193","203479","203983","204296","203707","201971","200098","197732",
"광산구","여자인구수[명]","명","114303","119255","122764","125513","130418","136821","142468","146979","152446","154822","157003","159428","170641","180863","187142","191821","195671","198028","199508","200569","200938","201068","201332","201283","200514","198683","196643","193879",
"대전광역시","총인구수[명]","명","1318212","1341413","1363546","1385606","1403164","1419573","1432296","1443471","1454638","1466158","1475659","1480895","1484180","1503664","1515603","1524583","1532811","1531809","1518775","1514370","1502227","1489936","1474870","1463882","1452251","1446072","1442216","1439157",
"대전광역시","남자인구수[명]","명","663060","674563","685460","695881","704489","712653","718968","724588","729818","735595","739472","741611","743121","753648","759188","763671","767309","766497","759778","757289","750969","744338","736607","730699","724626","721245","719292","717291",
"대전광역시","여자인구수[명]","명","655152","666850","678086","689725","698675","706920","713328","718883","724820","730563","736187","739284","741059","750016","756415","760912","765502","765312","758997","757081","751258","745598","738263","733183","727625","724827","722924","721866",
"동구","총인구수[명]","명","261568","260749","255215","252684","246824","240487","240212","238532","234724","236504","244496","245973","246116","248835","251285","251945","250653","245493","239579","234959","230516","229071","226771","223021","222222","219751","217628","218513",
"동구","남자인구수[명]","명","132291","132027","129261","128055","125214","122112","121850","121027","119086","120142","124016","124816","124936","126414","127446","127582","126815","124263","121221","118911","116523","115735","114447","112416","111953","110590","109555","109950",
"동구","여자인구수[명]","명","129277","128722","125954","124629","121610","118375","118362","117505","115638","116362","120480","121157","121180","122421","123839","124363","123838","121230","118358","116048","113993","113336","112324","110605","110269","109161","108073","108563",
"중구","총인구수[명]","명","258992","259044","258748","267014","268306","265597","268351","265962","266635","263592","265430","264678","264035","265846","265502","264125","264913","261165","256186","252490","248933","244421","240473","235550","230341","227108","223256","225008",
"중구","남자인구수[명]","명","129510","129626","129433","133646","134132","132805","134173","132991","133370","131798","132626","132139","131811","132790","132531","131820","132053","129937","127485","125383","123492","121056","118864","116233","113507","111703","109626","110338",
"중구","여자인구수[명]","명","129482","129418","129315","133368","134174","132792","134178","132971","133265","131794","132804","132539","132224","133056","132971","132305","132860","131228","128701","127107","125441","123365","121609","119317","116834","115405","113630","114670",
"서구","총인구수[명]","명","445009","463024","471871","476893","485363","496217","500551","508552","509225","505600","501935","499172","499297","499742","499124","496513","498917","496132","490859","491011","487448","484663","481222","477880","473365","470374","464634","457951",
"서구","남자인구수[명]","명","222318","231164","235169","237094","241143","246201","248225","252161","252130","250192","248015","246386","246234","246785","246278","245058","246019","244544","241924","242044","240298","238678","236851","235112","232714","230998","228024","224447",
"서구","여자인구수[명]","명","222691","231860","236702","239799","244220","250016","252326","256391","257095","255408","253920","252786","253063","252957","252846","251455","252898","251588","248935","248967","247150","245985","244371","242768","240651","239376","236610","233504",
"유성구","총인구수[명]","명","144497","150016","153501","157638","171732","187346","193974","203478","220767","243130","250523","259831","266585","281692","294353","306312","313968","327461","335312","343222","348428","349790","349373","351047","351277","356093","366845","369468",
"유성구","남자인구수[명]","명","73615","76291","78093","80122","87283","95055","98340","103166","111634","122922","126492","131143","134497","142156","148403","154669","158541","165264","169079","173072","175744","176412","176415","177240","177463","180166","185786","187149",
"유성구","여자인구수[명]","명","70882","73725","75408","77516","84449","92291","95634","100312","109133","120208","124031","128688","132088","139536","145950","151643","155427","162197","166233","170150","172684","173378","172958","173807","173814","175927","181059","182319",
"대덕구","총인구수[명]","명","208146","208580","224211","231377","230939","229926","229208","226947","223287","217332","213275","211241","208147","207549","205339","205688","204360","201558","196839","192688","186902","181991","177031","176384","175046","172746","169853","168217",
"대덕구","남자인구수[명]","명","105326","105455","113504","116964","116717","116480","116380","115243","113598","110541","108323","107127","105643","105503","104530","104542","103881","102489","100069","97879","94912","92457","90030","89698","88989","87788","86301","85407",
"대덕구","여자인구수[명]","명","102820","103125","110707","114413","114222","113446","112828","111704","109689","106791","104952","104114","102504","102046","100809","101146","100479","99069","96770","94809","91990","89534","87001","86686","86057","84958","83552","82810",
"울산광역시","총인구수[명]","명","1009652","1015249","1024336","1040225","1055618","1065037","1072867","1081453","1087648","1092494","1099995","1112407","1114866","1126298","1135494","1147256","1156480","1166377","1173534","1172304","1165132","1155623","1148019","1136017","1121592","1110663","1103661","1098049",
"울산광역시","남자인구수[명]","명","518930","520696","525098","533559","541907","546847","551084","555660","558866","561611","565897","572815","573607","579071","583825","590424","595319","600904","604889","603797","599480","593819","589712","583708","576217","570368","567153","564888",
"울산광역시","여자인구수[명]","명","490722","494553","499238","506666","513711","518190","521783","525793","528782","530883","534098","539592","541259","547227","551669","556832","561161","565473","568645","568507","565652","561804","558307","552309","545375","540295","536508","533161",
"중구","총인구수[명]","명","236306","232129","230046","232038","232911","234865","233629","235232","235417","234896","236573","233898","230212","232915","232634","233013","234607","238825","244481","242536","238652","231973","223581","217595","212883","208132","208668","207000",
"중구","남자인구수[명]","명","120977","118820","117622","118810","119376","120444","119726","120509","120551","120135","121076","119791","117951","119271","119120","119283","120003","122178","124915","123702","121578","117934","113526","110201","107736","105257","105547","104744",
"중구","여자인구수[명]","명","115329","113309","112424","113228","113535","114421","113903","114723","114866","114761","115497","114107","112261","113644","113514","113730","114604","116647","119566","118834","117074","114039","110055","107394","105147","102875","103121","102256",
"남구","총인구수[명]","명","320499","321480","326066","335409","344011","347695","347485","347323","347162","345769","342675","343922","343740","344131","343504","346836","349064","347759","343598","340714","335439","330732","323819","320064","313819","310638","307232","304885",
"남구","남자인구수[명]","명","163997","164313","166285","171046","175346","176986","176814","176942","176882","176265","174721","175514","175158","175439","174873","176596","177704","177310","175406","173960","171142","168494","165062","163198","160055","158374","156729","155771",
"남구","여자인구수[명]","명","156502","157167","159781","164363","168665","170709","170671","170381","170280","169504","167954","168408","168582","168692","168631","170240","171360","170449","168192","166754","164297","162238","158757","156866","153764","152264","150503","149114",
"동구","총인구수[명]","명","200317","189484","188192","186944","185951","186641","186135","185383","184599","185954","181844","176431","173841","170764","172172","175479","178468","176668","174963","174514","169605","164642","159656","156806","154096","151711","152287","150836",
"동구","남자인구수[명]","명","103878","98029","97382","96849","96711","97129","97060","96603","96189","97200","95389","92876","91316","89426","90269","92414","94227","93546","92793","92144","89005","86127","83391","81999","80417","79162","79411","78697",
"동구","여자인구수[명]","명","96439","91455","90810","90095","89240","89512","89075","88780","88410","88754","86455","83555","82525","81338","81903","83065","84241","83122","82170","82370","80600","78515","76265","74807","73679","72549","72876","72139",
"북구","총인구수[명]","명","104167","117184","118965","121073","122480","124515","131775","139165","146117","148772","155642","166469","171674","177488","182504","184088","185695","188733","191063","195285","200718","206434","217796","219014","218735","218670","216477","216522",
"북구","남자인구수[명]","명","54508","60945","61744","62920","63739","64802","68623","72504","76096","77373","80900","86385","88893","91631","94220","95130","95972","97540","98828","101096","103904","106750","112588","113392","113265","112993","112115","112339",
"북구","여자인구수[명]","명","49659","56239","57221","58153","58741","59713","63152","66661","70021","71399","74742","80084","82781","85857","88284","88958","89723","91193","92235","94189","96814","99684","105208","105622","105470","105677","104362","104183",
"울주군","총인구수[명]","명","148363","154972","161067","164761","170265","171321","173843","174350","174353","177103","183261","191687","195399","201000","204680","207840","208646","214392","219429","219255","220718","221842","223167","222538","222059","221512","218997","218806",
"울주군","남자인구수[명]","명","75570","78589","82065","83934","86735","87486","88861","89102","89148","90638","93811","98249","100289","103304","105343","107001","107413","110330","112947","112895","113851","114514","115145","114918","114744","114582","113351","113337",
"울주군","여자인구수[명]","명","72793","76383","79002","80827","83530","83835","84982","85248","85205","86465","89450","93438","95110","97696","99337","100839","101233","104062","106482","106360","106867","107328","108022","107620","107315","106930","105646","105469",
"세종특별자치시","총인구수[명]","명","","","","","","","","","","","","","","","","113117","122153","156125","210884","243048","280100","314126","340575","355831","371895","383591","386525","390685",
"세종특별자치시","남자인구수[명]","명","","","","","","","","","","","","","","","","57633","62205","78862","105752","121505","139734","156831","169845","177568","185678","191389","192524","194413",
"세종특별자치시","여자인구수[명]","명","","","","","","","","","","","","","","","","55484","59948","77263","105132","121543","140366","157295","170730","178263","186217","192202","194001","196272",
"세종시","총인구수[명]","명","","","","","","","","","","","","","","","","113117","122153","156125","210884","243048","280100","314126","340575","355831","371895","383591","386525","390685",
"세종시","남자인구수[명]","명","","","","","","","","","","","","","","","","57633","62205","78862","105752","121505","139734","156831","169845","177568","185678","191389","192524","194413",
"세종시","여자인구수[명]","명","","","","","","","","","","","","","","","","55484","59948","77263","105132","121543","140366","157295","170730","178263","186217","192202","194001","196272",
"경기도","총인구수[명]","명","8470594","8672632","8934332","9219343","9544496","9927473","10206851","10462920","10697215","10906033","11106211","11292264","11460610","11786622","11937415","12093299","12234630","12357830","12522606","12716780","12873895","13077153","13239666","13427014","13565450","13589432","13630821","13694685",
"경기도","남자인구수[명]","명","4286697","4383917","4513391","4658523","4822367","5012229","5150549","5277320","5395500","5499796","5598206","5690673","5773569","5942454","6015357","6091035","6159193","6219813","6299812","6395453","6475323","6577501","6659995","6754469","6827298","6839276","6855895","6882186",
"경기도","여자인구수[명]","명","4183897","4288715","4420941","4560820","4722129","4915244","5056302","5185600","5301715","5406237","5508005","5601591","5687041","5844168","5922058","6002264","6075437","6138017","6222794","6321327","6398572","6499652","6579671","6672545","6738152","6750156","6774926","6812499",
"수원시","총인구수[명]","명","798640","854084","910045","948065","974866","1019711","1032944","1033829","1045587","1068906","1067702","1067425","1073149","1077535","1088489","1120258","1148157","1174228","1184624","1194041","1202628","1201166","1194465","1186078","1183714","1190964","1197257","1193005",
"수원시","남자인구수[명]","명","402643","429761","457335","476843","490314","512940","519293","519130","524999","537044","536253","536059","539655","543233","548382","564008","578035","591384","596508","601152","605835","604918","601410","597076","595933","599619","602346","599668",
"수원시","여자인구수[명]","명","395997","424323","452710","471222","484552","506771","513651","514699","520588","531862","531449","531366","533494","534302","540107","556250","570122","582844","588116","592889","596793","596248","593055","589002","587781","591345","594911","593337",
"장안구","총인구수[명]","명","262984","266490","296723","309266","323368","346336","285539","283770","284176","289490","287474","285803","290798","293692","290999","291757","300908","301196","299016","296479","293828","286433","278377","273661","273835","270524","270849","274661",
"장안구","남자인구수[명]","명","131966","133689","148504","154806","162037","173616","143331","142486","142498","145185","143956","142982","146182","148033","146412","146797","151171","151415","150319","148987","147806","144163","140218","137807","137861","136095","136145","137747",
"장안구","여자인구수[명]","명","131018","132801","148219","154460","161331","172720","142208","141284","141678","144305","143518","142821","144616","145659","144587","144960","149737","149781","148697","147492","146022","142270","138159","135854","135974","134429","134704","136914",
"권선구","총인구수[명]","명","291489","296787","307883","321646","328962","328786","287059","287081","297045","307072","310553","308177","304097","306783","321176","332633","331773","339835","351053","358393","365653","377647","371754","368645","364136","367446","366167","362642",
"권선구","남자인구수[명]","명","147633","149954","155342","162311","165749","165704","144938","144657","149530","154736","156647","155358","153202","155025","162135","167746","167236","171360","176924","180766","184383","190493","187627","186050","183925","185682","184970","183188",
"권선구","여자인구수[명]","명","143856","146833","152541","159335","163213","163082","142121","142424","147515","152336","153906","152819","150895","151758","159041","164887","164537","168475","174129","177627","181270","187154","184127","182595","180211","181764","181197","179454",
"팔달구","총인구수[명]","명","244167","290807","305439","317153","322536","344589","216031","220842","218375","217794","216945","213235","219833","216503","209772","206794","204805","203479","199180","198515","193311","180974","175866","174930","182321","192610","197213","194397",
"팔달구","남자인구수[명]","명","123044","146118","153489","159726","162528","173620","107525","109719","108532","108251","107990","106260","109709","108330","105208","103635","102742","102115","100127","99947","97427","91091","88523","88180","91926","96997","99290","97756",
"팔달구","여자인구수[명]","명","121123","144689","151950","157427","160008","170969","108506","111123","109843","109543","108955","106975","110124","108173","104564","103159","102063","101364","99053","98568","95884","89883","87343","86750","90395","95613","97923","96641",
"영통구","총인구수[명]","명","","","","","","","244315","242136","245991","254550","252730","260210","258421","260557","266542","289074","310671","329718","335375","340654","349836","356112","368468","368842","363422","360384","363028","361305",
"영통구","남자인구수[명]","명","","","","","","","123499","122268","124439","128872","127660","131459","130562","131845","134627","145830","156886","166494","169138","171452","176219","179171","185042","185039","182221","180845","181941","180977",
"영통구","여자인구수[명]","명","","","","","","","120816","119868","121552","125678","125070","128751","127859","128712","131915","143244","153785","163224","166237","169202","173617","176941","183426","183803","181201","179539","181087","180328",
"성남시","총인구수[명]","명","923226","921227","921204","924390","932780","940974","962048","977166","983075","964831","953960","942447","962726","980190","979323","978615","979534","974608","971424","974580","967510","954347","942724","940064","930948","922518","919747","913009",
"성남시","남자인구수[명]","명","464303","463228","462585","464609","468407","472449","482893","490108","492825","483364","477252","471033","480310","489222","488586","488319","488219","485207","482864","483374","479225","472506","466644","465407","461131","456882","455137","451408",
"성남시","여자인구수[명]","명","458923","457999","458619","459781","464373","468525","479155","487058","490250","481467","476708","471414","482416","490968","490737","490296","491315","489401","488560","491206","488285","481841","476080","474657","469817","465636","464610","461601",
"수정구","총인구수[명]","명","261173","258028","257807","257048","257575","259763","260244","262170","261889","259427","256744","248452","242161","241070","236123","233997","228167","223539","219531","232841","236932","234133","234678","241701","235988","230460","235942","234877",
"수정구","남자인구수[명]","명","132468","130788","130719","130410","130567","131857","132124","133173","133010","131905","130522","126314","123280","122877","120382","119427","116445","114066","112045","118343","120180","118563","118631","122204","119517","116886","119496","118695",
"수정구","여자인구수[명]","명","128705","127240","127088","126638","127008","127906","128120","128997","128879","127522","126222","122138","118881","118193","115741","114570","111722","109473","107486","114498","116752","115570","116047","119497","116471","113574","116446","116182",
"중원구","총인구수[명]","명","281054","276600","273312","273913","273728","273671","274874","272105","269667","264971","263101","265137","259877","258093","254872","253883","256349","251982","250004","237909","230366","224885","220041","216131","210777","210505","210848","206978",
"중원구","남자인구수[명]","명","143002","140601","138955","139418","139528","139363","139986","138494","137341","134720","133658","134732","131921","131409","129734","129399","130299","127898","126657","120529","116610","113912","111444","109444","106772","106470","106515","104382",
"중원구","여자인구수[명]","명","138052","135999","134357","134495","134200","134308","134888","133611","132326","130251","129443","130405","127956","126684","125138","124484","126050","124084","123347","117380","113756","110973","108597","106687","104005","104035","104333","102596",
"분당구","총인구수[명]","명","380999","386599","390085","393429","401477","407540","426930","442891","451519","440433","434115","428858","460688","481027","488328","490735","495018","499087","501889","503830","500212","495329","488005","482232","484183","481553","472957","471154",
"분당구","남자인구수[명]","명","188833","191839","192911","194781","198312","201229","210783","218441","222474","216739","213072","209987","225109","234936","238470","239493","241475","243243","244162","244502","242435","240031","236569","233759","234842","233526","229126","228331",
"분당구","여자인구수[명]","명","192166","194760","197174","198648","203165","206311","216147","224450","229045","223694","221043","218871","235579","246091","249858","251242","253543","255844","257727","259328","257777","255298","251436","248473","249341","248027","243831","242823",
"의정부시","총인구수[명]","명","306585","327965","344780","361131","367171","378424","394803","397612","402410","410938","421853","430849","431008","431801","430400","429147","430976","431112","433937","438457","441584","447026","451868","461710","463661","463724","464213","461271",
"의정부시","남자인구수[명]","명","153168","163812","172289","180341","183398","188754","196534","197664","199896","204114","209353","213550","213596","213839","213071","212373","213109","212947","214396","216400","217944","220360","222590","227342","228538","228107","228163","226449",
"의정부시","여자인구수[명]","명","153417","164153","172491","180790","183773","189670","198269","199948","202514","206824","212500","217299","217412","217962","217329","216774","217867","218165","219541","222057","223640","226666","229278","234368","235123","235617","236050","234822",
"안양시","총인구수[명]","명","591522","586562","582584","581166","591670","595142","604505","621047","625350","624280","624197","620279","616547","621714","615642","611412","607877","600809","597789","597414","587764","576831","567044","550027","547178","548228","544660","556492",
"안양시","남자인구수[명]","명","296631","294048","292039","291832","297371","298526","302804","310844","312890","312043","311702","309566","307808","310476","307313","305066","302983","299250","297422","296959","291751","285816","280652","271936","270496","270878","268911","274453",
"안양시","여자인구수[명]","명","294891","292514","290545","289334","294299","296616","301701","310203","312460","312237","312495","310713","308739","311238","308329","306346","304894","301559","300367","300455","296013","291015","286392","278091","276682","277350","275749","282039",
"만안구","총인구수[명]","명","256321","252866","251126","254871","261508","269302","266852","265601","267789","267612","265881","262820","262258","266261","263077","253492","250246","247315","247270","252353","254977","251512","244235","239413","238311","234394","230664","229971",
"만안구","남자인구수[명]","명","129089","127449","126669","128707","132190","135960","134482","133740","134670","134646","133748","132345","132118","134339","132575","127874","126114","124536","124394","126793","127999","126059","122326","119864","119239","117092","115122","114673",
"만안구","여자인구수[명]","명","127232","125417","124457","126164","129318","133342","132370","131861","133119","132966","132133","130475","130140","131922","130502","125618","124132","122779","122876","125560","126978","125453","121909","119549","119072","117302","115542","115298",
"동안구","총인구수[명]","명","335201","333696","331458","326295","330162","325840","337653","355446","357561","356668","358316","357459","354289","355453","352565","357920","357631","353494","350519","345061","332787","325319","322809","310614","308867","313834","313996","326521",
"동안구","남자인구수[명]","명","167542","166599","165370","163125","165181","162566","168322","177104","178220","177397","177954","177221","175690","176137","174738","177192","176869","174714","173028","170166","163752","159757","158326","152072","151257","153786","153789","159780",
"동안구","여자인구수[명]","명","167659","167097","166088","163170","164981","163274","169331","178342","179341","179271","180362","180238","178599","179316","177827","180728","180762","178780","177491","174895","169035","165562","164483","158542","157610","160048","160207","166741",
"부천시","총인구수[명]","명","788136","778789","775573","775815","781091","816499","844256","855697","855359","860020","864037","867678","869944","875204","872452","869944","863720","855586","848987","851380","850329","843768","829996","818383","806067","790128","779968","769918",
"부천시","남자인구수[명]","명","399036","393855","392180","392516","395247","412438","425777","431005","430562","432680","434114","435849","436334","439548","437885","436113","432691","428251","424315","425101","424038","420179","412500","406023","399484","391102","385531","380064",
"부천시","여자인구수[명]","명","389100","384934","383393","383299","385844","404061","418479","424692","424797","427340","429923","431829","433610","435656","434567","433831","431029","427335","424672","426279","426291","423589","417496","412360","406583","399026","394437","389854",
"원미구","총인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","389983",
"원미구","남자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","191526",
"원미구","여자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","198457",
"소사구","총인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","227911",
"소사구","남자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","111851",
"소사구","여자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","116060",
"원미구","총인구수[명]","명","394020","389560","388385","389189","388754","424021","441491","444837","443365","443964","443290","441795","447136","448602","446247","446604","444207","442638","442898","","","","","","","","","",
"원미구","남자인구수[명]","명","199406","196745","195836","196385","196254","213463","221687","223201","222336","222484","221870","220717","223130","224066","222850","222740","221593","220615","220266","","","","","","","","","",
"원미구","여자인구수[명]","명","194614","192815","192549","192804","192500","210558","219804","221636","221029","221480","221420","221078","224006","224536","223397","223864","222614","222023","222632","","","","","","","","","",
"오정구","총인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","152024",
