"행정구역(시군구)별","항목","단위","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"전국","총인구수[명]","명","46684069","46991171","47335678","47732558","48021543","48229948","48386823","48583805","48782274","48991779","49268928","49540367","49773145","50515666","50734284","50948272","51141463","51327916","51529338","51696216","51778544","51826059","51849861","51829023","51638809","51439038","51325329","51217221",
"전국","남자인구수[명]","명","23445473","23594034","23764463","23962088","24102463","24200192","24270143","24363083","24456234","24557004","24691249","24822897","24929939","25310385","25406934","25504060","25588336","25669296","25758186","25827594","25855919","25866129","25864816","25841029","25746684","25636951","25565736","25498324",
"전국","여자인구수[명]","명","23238596","23397137","23571215","23770470","23919080","24029756","24116680","24220722","24326040","24434775","24577679","24717470","24843206","25205281","25327350","25444212","25553127","25658620","25771152","25868622","25922625","25959930","25985045","25987994","25892125","25802087","25759593","25718897",
"서울특별시","총인구수[명]","명","10336134","10270506","10264260","10311314","10263336","10207295","10174086","10173162","10167344","10181166","10192710","10200827","10208302","10312545","10249679","10195318","10143645","10103233","10022181","9930616","9857426","9765623","9729107","9668465","9509458","9428372","9386034","9331828",
"서울특별시","남자인구수[명]","명","5186530","5146825","5141141","5166605","5141741","5108964","5084908","5074686","5062492","5062107","5063188","5061809","5059269","5111259","5073899","5041336","5007869","4979768","4930943","4876789","4830206","4773899","4744059","4701723","4618040","4570048","4540031","4505355",
"서울특별시","여자인구수[명]","명","5149604","5123681","5123119","5144709","5121595","5098331","5089178","5098476","5104852","5119059","5129522","5139018","5149033","5201286","5175780","5153982","5135776","5123465","5091238","5053827","5027220","4991724","4985048","4966742","4891418","4858324","4846003","4826473",
"종로구","총인구수[명]","명","194696","188732","186590","186378","184225","181231","177519","174372","169315","166793","165846","170705","168603","170578","168382","165207","160070","156993","154986","152737","154770","153065","151290","149384","144683","141379","139417","138336",
"종로구","남자인구수[명]","명","97646","94646","93539","93549","92657","91151","89234","87731","84981","83634","83104","85398","84257","85182","83931","82274","79519","77621","76548","75201","75967","74825","73746","72635","70183","68395","67306","66570",
"종로구","여자인구수[명]","명","97050","94086","93051","92829","91568","90080","88285","86641","84334","83159","82742","85307","84346","85396","84451","82933","80551","79372","78438","77536","78803","78240","77544","76749","74500","72984","72111","71766",
"중구","총인구수[명]","명","126892","122500","126254","141010","143016","138134","134548","131971","130027","130649","130044","130362","129465","132822","133193","133360","130465","128065","125733","125249","125709","125725","126171","125240","122499","120437","121312","120544",
"중구","남자인구수[명]","명","63926","61557","63217","70538","71577","69116","67269","65947","64995","65208","64908","65110","65025","66879","67065","67043","65371","64033","62687","62204","62253","61947","61910","61222","59630","58563","58659","58015",
"중구","여자인구수[명]","명","62966","60943","63037","70472","71439","69018","67279","66024","65032","65441","65136","65252","64440","65943","66128","66317","65094","64032","63046","63045","63456","63778","64261","64018","62869","61874","62653","62529",
"용산구","총인구수[명]","명","238304","239282","237489","240087","241033","234653","231871","230107","230260","232035","235832","238224","238708","244853","246501","243232","239740","235951","233342","230241","229161","228999","228670","230040","222953","218650","213151","203854",
"용산구","남자인구수[명]","명","118601","118709","117775","118935","119405","116242","114602","113512","113158","114041","115865","116781","116954","119482","120183","118461","116491","114578","113177","111601","110878","110640","110356","110722","107210","105087","102312","97469",
"용산구","여자인구수[명]","명","119703","120573","119714","121152","121628","118411","117269","116595","117102","117994","119967","121443","121754","125371","126318","124771","123249","121373","120165","118640","118283","118359","118314","119318","115743","113563","110839","106385",
"성동구","총인구수[명]","명","324615","321945","339175","340790","341375","340773","339368","339113","337744","334437","333535","314212","308058","309093","300711","299604","299337","296086","297003","299259","304808","308221","300889","293556","285990","281000","277361","273669",
"성동구","남자인구수[명]","명","164551","162866","171322","172246","172553","171866","170817","170565","169346","167763","167424","157602","154333","155067","150655","149832","149304","147363","147570","148326","150368","151359","147273","143387","139380","136633","134519","132409",
"성동구","여자인구수[명]","명","160064","159079","167853","168544","168822","168907","168551","168548","168398","166674","166111","156610","153725","154026","150056","149772","150033","148723","149433","150933","154440","156862","153616","150169","146610","144367","142842","141260",
"광진구","총인구수[명]","명","396580","395921","390061","391309","388109","386511","384929","380537","375613","374442","376572","375482","373998","375463","371936","371313","368927","363354","360369","357215","357703","355559","351350","346682","339996","337416","335554","331963",
"광진구","남자인구수[명]","명","200256","199432","196237","197061","195484","194200","192996","190304","187320","186268","186945","186237","185190","186024","184103","183528","181864","178738","176884","174797","174414","172794","170262","167310","164058","162541","161277","159237",
"광진구","여자인구수[명]","명","196324","196489","193824","194248","192625","192311","191933","190233","188293","188174","189627","189245","188808","189439","187833","187785","187063","184616","183485","182418","183289","182765","181088","179372","175938","174875","174277","172726",
"동대문구","총인구수[명]","명","388172","377724","367025","380444","381799","381841","382875","379404","381110","378860","376421","370250","362146","366786","365486","363258","364273","363687","360153","355069","350647","348052","346194","342837","337400","336644","341149","338735",
"동대문구","남자인구수[명]","명","196642","191437","186167","192896","193588","193538","193763","191597","192317","190947","189686","186744","182550","184874","183925","182661","182987","182510","180485","177640","175324","173567","172113","169769","166646","165755","167346","165620",
"동대문구","여자인구수[명]","명","191530","186287","180858","187548","188211","188303","189112","187807","188793","187913","186735","183506","179596","181912","181561","180597","181286","181177","179668","177429","175323","174485","174081","173068","170754","170889","173803","173115",
"중랑구","총인구수[명]","명","475089","467001","461737","458440","448928","442125","436089","433858","427373","426078","427071","427871","424761","427455","423706","419295","416798","418836","413909","411005","408226","403209","397015","394702","387350","385318","382155","379274",
"중랑구","남자인구수[명]","명","238830","234583","232135","230852","225653","222179","218949","217271","213775","212918","213662","214351","212576","214383","212291","210043","208641","209323","206505","204900","203325","200419","196959","195165","191112","189537","187372","185473",
"중랑구","여자인구수[명]","명","236259","232418","229602","227588","223275","219946","217140","216587","213598","213160","213409","213520","212185","213072","211415","209252","208157","209513","207404","206105","204901","202790","200056","199537","196238","195781","194783","193801",
"성북구","총인구수[명]","명","476502","478830","472929","460862","450602","443809","453057","451122","462879","472843","469973","473357","476028","488932","485171","481857","476589","466706","459275","450355","444055","435868","442650","437153","430528","430397","425602","421560",
"성북구","남자인구수[명]","명","240325","240933","237767","231749","226644","222614","226943","225280","230451","235057","233505","234730","235755","241927","239726","237474","234573","229205","224980","219951","216556","211904","214437","210810","207578","206961","204171","202003",
"성북구","여자인구수[명]","명","236177","237897","235162","229113","223958","221195","226114","225842","232428","237786","236468","238627","240273","247005","245445","244383","242016","237501","234295","230404","227499","223964","228213","226343","222950","223436","221431","219557",
"강북구","총인구수[명]","명","367787","360814","352142","351995","351404","361896","360663","360525","353260","348990","345478","342274","340367","346520","345054","343157","338707","335025","330873","327195","324479","319164","313954","308055","299182","293660","288113","283597",
"강북구","남자인구수[명]","명","183687","180184","175918","175860","175613","180859","179773","179484","175723","173510","171730","169887","168998","172109","170906","169866","167342","165223","162967","160861","158918","156071","153235","150143","145705","142567","139514","136789",
"강북구","여자인구수[명]","명","184100","180630","176224","176135","175791","181037","180890","181041","177537","175480","173748","172387","171369","174411","174148","173291","171365","169802","167906","166334","165561","163093","160719","157912","153477","151093","148599","146808",
"도봉구","총인구수[명]","명","387808","380844","375275","370976","371259","371911","376599","381939","381529","377534","375975","373936","369733","368298","365573","362270","358582","353709","351242","348220","344166","339413","333362","325257","317366","311694","306948","303228",
"도봉구","남자인구수[명]","명","194627","190969","188130","186009","186049","186078","188073","190240","189766","187442","186424","185376","182985","182407","181004","179194","177153","174554","173029","171238","168759","166160","163051","158620","154487","151398","148796","146696",
"도봉구","여자인구수[명]","명","193181","189875","187145","184967","185210","185833","188526","191699","191763","190092","189551","188560","186748","185891","184569","183076","181429","179155","178213","176982","175407","173253","170311","166637","162879","160296","158152","156532",
"노원구","총인구수[명]","명","586284","594851","617500","632634","646905","641652","631931","628184","622003","618093","616753","615981","610616","611230","603930","597189","590479","582552","574583","567581","554403","543752","532905","523037","510956","503734","498213","491247",
"노원구","남자인구수[명]","명","290171","294485","305940","313369","320404","317436","312390","310082","306356","304047","302823","301982","299211","299384","295551","292081","288435","284225","279987","276333","269508","263919","257923","252383","246053","242145","239117","235464",
"노원구","여자인구수[명]","명","296113","300366","311560","319265","326501","324216","319541","318102","315647","314046","313930","313999","311405","311846","308379","305108","302044","298327","294596","291248","284895","279833","274982","270654","264903","261589","259096","255783",
"은평구","총인구수[명]","명","490500","479841","472464","469417","467719","470205","474778","478087","470751","464580","459196","458401","465895","488109","493634","501480","503660","498644","497920","491476","486794","483197","480032","479835","473307","466746","466770","460919",
"은평구","남자인구수[명]","명","243235","238157","234867","233400","232828","233910","235970","237265","233418","230143","227286","226636","229728","240536","242779","246318","246858","243977","242975","239183","236353","233702","231528","230279","226458","222592","221725","218214",
"은평구","여자인구수[명]","명","247265","241684","237597","236017","234891","236295","238808","240822","237333","234437","231910","231765","236167","247573","250855","255162","256802","254667","254945","252293","250441","249495","248504","249556","246849","244154","245045","242705",
"서대문구","총인구수[명]","명","354084","361733","365783","367380","366228","362614","355753","352071","349163","349020","348575","331688","327451","324541","314852","315113","314110","310376","312141","314194","312800","310313","309397","312173","304819","306337","306231","302853",
"서대문구","남자인구수[명]","명","176171","179690","181484","182202","181514","179411","175720","173452","171773","171098","170588","162350","160243","158857","154033","154017","153315","151338","152008","152510","151144","149569","148663","149360","145694","145816","145404","143412",
"서대문구","여자인구수[명]","명","177913","182043","184299","185178","184714","183203","180033","178619","177390","177922","177987","169338","167208","165684","160819","161096","160795","159038","160133","161684","161656","160744","160734","162813","159125","160521","160827","159441",
"마포구","총인구수[명]","명","388736","384550","385114","387308","379141","375417","379451","383457","388164","390583","392650","385119","384013","391865","389493","384644","381856","385439","387643","379892","374915","375077","374035","371890","368905","364638","363697","361417",
"마포구","남자인구수[명]","명","193239","190861","190912","192008","187922","185903","187569","189108","190582","191287","192383","188327","187324","191034","189243","186452","184774","186177","186495","182162","178939","178240","176891","175150","173504","171043","169990","168356",
"마포구","여자인구수[명]","명","195497","193689","194202","195300","191219","189514","191882","194349","197582","199296","200267","196792","196689","200831","200250","198192","197082","199262","201148","197730","195976","196837","197144","196740","195401","193595","193707","193061",
"양천구","총인구수[명]","명","484538","483674","480313","486781","484345","484518","486962","495098","499755","501717","503650","502343","501395","500001","500210","495911","492528","486221","484532","477739","471154","464185","458165","454251","447302","440881","436028","430976",
"양천구","남자인구수[명]","명","244360","243631","241943","245288","243971","243807","244369","248169","250040","250479","251355","250516","249567","249024","248927","246637","244742","241020","239995","236290","232518","228634","225186","222824","219214","215682","212835","210199",
"양천구","여자인구수[명]","명","240178","240043","238370","241493","240374","240711","242593","246929","249715","251238","252295","251827","251828","250977","251283","249274","247786","245201","244537","241449","238636","235551","232979","231427","228088","225199","223193","220777",
"강서구","총인구수[명]","명","518067","516590","519786","521231","521489","528321","537003","541671","553660","554945","560424","576848","572836","574127","569072","567431","569070","585160","589074","595485","601691","596949","591796","580185","574315","569166","563058","556171",
"강서구","남자인구수[명]","명","258356","257304","258623","259235","259108","262185","266490","268424","274159","274528","276977","284817","282529","283248","280274","278969","279207","286644","287947","290478","292989","290079","286563","280034","276292","273203","269822","266237",
"강서구","여자인구수[명]","명","259711","259286","261163","261996","262381","266136","270513","273247","279501","280417","283447","292031","290307","290879","288798","288462","289863","298516","301127","305007","308702","306870","305233","300151","298023","295963","293236","289934",
"구로구","총인구수[명]","명","376436","380623","395294","403097","415330","413363","412845","416828","416405","419832","420542","420795","421967","423736","427468","427520","424964","425831","422092","417551","410742","404497","406664","404408","396754","395315","392405","388169",
"구로구","남자인구수[명]","명","192877","194526","201438","205510","211580","210467","210121","211704","211109","212559","212665","212461","212953","214032","215474","214982","213251","213213","210440","207667","204003","200417","200987","199673","195537","194274","192341","189991",
"구로구","여자인구수[명]","명","183559","186097","193856","197587","203750","202896","202724","205124","205296","207273","207877","208334","209014","209704","211994","212538","211713","212618","211652","209884","206739","204080","205677","204735","201217","201041","200064","198178",
"금천구","총인구수[명]","명","270764","272276","268629","266431","260476","261413","261224","259633","256902","253243","249108","247320","244835","245195","243438","243288","241020","238463","236284","235386","235154","233917","232810","231733","230811","229642","227481","225159",
"금천구","남자인구수[명]","명","138710","139298","137454","136559","133523","133805","133379","132390","130883","129041","126977","125931","124836","125528","124665","124675","123462","121878","120604","119885","119497","118915","118209","117226","116527","115786","114414","113211",
"금천구","여자인구수[명]","명","132054","132978","131175","129872","126953","127608","127845","127243","126019","124202","122131","121389","119999","119667","118773","118613","117558","116585","115680","115501","115657","115002","114601","114507","114284","113856","113067","111948",
"영등포구","총인구수[명]","명","404017","403380","404306","406510","406860","408753","403327","406261","408386","408698","408178","408099","405798","406833","397443","391408","386471","382352","378504","370613","368550","367778","367678","379480","376837","375675","374794","373773",
"영등포구","남자인구수[명]","명","204710","203862","204616","206354","206761","207424","204446","205393","206376","206343","205976","205732","204349","205106","199987","196765","193880","191464","189394","185200","183975","183224","182438","187647","185926","184660","183726","182802",
"영등포구","여자인구수[명]","명","199307","199518","199690","200156","200099","201329","198881","200868","202010","202355","202202","202367","201449","201727","197456","194643","192591","190888","189110","185413","184575","184554","185240","191833","190911","191015","191068","190971",
"동작구","총인구수[명]","명","430950","424636","419161","415892","406116","403047","410360","410945","410481","408582","405967","400866","397920","402709","401408","405491","410815","407470","400641","400997","396217","396203","395963","391220","385483","380596","378769","375799",
"동작구","남자인구수[명]","명","217308","213756","210761","209248","203840","201955","205203","204946","203993","202449","200891","197951","196339","198587","197672","199454","202144","200328","196463","196267","193255","192533","191976","189152","186426","184030","183153","181576",
"동작구","여자인구수[명]","명","213642","210880","208400","206644","202276","201092","205157","205999","206488","206133","205076","202915","201581","204122","203736","206037","208671","207142","204178","204730","202962","203670","203987","202068","199057","196566","195616","194223",
"관악구","총인구수[명]","명","533577","525729","517552","524404","527764","522207","522456","530156","530020","535217","535571","534556","529869","531434","526397","523029","518028","513186","509663","506851","503297","501957","500094","495060","485699","486752","481956","477812",
"관악구","남자인구수[명]","명","271337","267308","263353","267272","269604","266951","266908","270391","270064","272339","272618","271762","269023","269783","267145","265281","262248","259631","257491","256143","253661","252160","251009","248339","243991","244748","242651","240457",
"관악구","여자인구수[명]","명","262240","258421","254199","257132","258160","255256","255548","259765","259956","262878","262953","262794","260846","261651","259252","257748","255780","253555","252172","250708","249636","249797","249085","246721","241708","242004","239305","237355",
"서초구","총인구수[명]","명","403506","401179","400950","397869","393849","389256","394757","400868","401736","408266","405969","406320","425481","434720","433564","435044","441763","449678","446764","447192","441102","433951","430826","425126","412279","404325","407664","408376",
"서초구","남자인구수[명]","명","199983","198363","197873","195942","193795","191409","193632","196076","196268","198874","197555","197570","206346","210652","209902","210440","213285","216740","214737","214673","211236","207868","206039","203359","197034","193159","194291","194153",
"서초구","여자인구수[명]","명","203523","202816","203077","201927","200054","197847","201125","204792","205468","209392","208414","208750","219135","224068","223662","224604","228478","232938","232027","232519","229866","226083","224787","221767","215245","211166","213373","214223",
"강남구","총인구수[명]","명","550803","550387","552293","550343","540640","535138","528977","531517","540909","556964","560958","557832","562138","570095","565710","564197","563599","578114","576495","567115","556164","542364","545169","539231","533042","529102","544873","557345",
"강남구","남자인구수[명]","명","272129","271238","271269","270296","264593","261641","257776","258371","262628","269857","270925","268963","270720","274303","271991","270970","270601","277267","276425","271604","266442","259611","260806","257999","255047","253072","260520","266412",
"강남구","여자인구수[명]","명","278674","279149","281024","280047","276047","273497","271201","273146","278281","287107","290033","288869","291418","295792","293719","293227","292998","300847","300070","295511","289722","282753","284363","281232","277995","276030","284353","290933",
"송파구","총인구수[명]","명","674577","668879","665918","663177","655483","647037","619514","604293","605840","607005","623876","668962","681476","685279","682209","673115","668415","664738","660302","657831","664496","666635","675961","667960","658338","658801","654166","650110",
"송파구","남자인구수[명]","명","336001","332700","330971","329686","325867","321426","307516","299576","299659","300173","307693","329262","334477","336359","334494","329747","326919","324902","322441","320557","323147","323526","327164","322299","317346","317180","314347","311728",
"송파구","여자인구수[명]","명","338576","336179","334947","333491","329616","325611","311998","304717","306181","306832","316183","339700","346999","348920","347715","343368","341496","339836","337861","337274","341349","343109","348797","345661","340992","341621","339819","338382",
"강동구","총인구수[명]","명","492850","488585","490520","496549","489241","481470","477230","471145","464059","461760","464546","469024","484745","491871","495138","487905","483379","476597","458658","444168","436223","427573","436067","459970","462664","460067","459167","476942",
"강동구","남자인구수[명]","명","248852","246330","247430","250541","247208","243391","241000","237408","233352","232102","233223","235333","243001","246492","247973","244172","241503","237816","228709","221118","216777","211816","215335","226216","227002","225221","224423","232862",
"강동구","여자인구수[명]","명","243998","242255","243090","246008","242033","238079","236230","233737","230707","229658","231323","233691","241744","245379","247165","243733","241876","238781","229949","223050","219446","215757","220732","233754","235662","234846","234744","244080",
"부산광역시","총인구수[명]","명","3851312","3829098","3817270","3796506","3770536","3730125","3691445","3666345","3638293","3611992","3587439","3564577","3543030","3567910","3550963","3538484","3527635","3519401","3513777","3498529","3470653","3441453","3413841","3391946","3350380","3317812","3293362","3266598",
"부산광역시","남자인구수[명]","명","1924904","1914196","1908068","1897050","1883524","1862520","1842405","1828634","1812599","1798940","1785903","1773154","1761202","1773170","1762848","1754479","1747000","1740417","1735570","1725607","1709508","1692421","1675417","1661000","1639044","1619915","1605431","1589912",
"부산광역시","여자인구수[명]","명","1926408","1914902","1909202","1899456","1887012","1867605","1849040","1837711","1825694","1813052","1801536","1791423","1781828","1794740","1788115","1784005","1780635","1778984","1778207","1772922","1761145","1749032","1738424","1730946","1711336","1697897","1687931","1676686",
"중구","총인구수[명]","명","61256","60344","59178","58193","57056","55671","54371","53179","51957","50766","50004","49565","48905","49442","48686","48148","47345","46737","45816","45208","44218","42795","41910","41523","40524","39689","38619","37537",
"중구","남자인구수[명]","명","29974","29566","29040","28514","27909","27274","26611","26009","25418","24909","24485","24323","24125","24333","23983","23658","23304","23013","22502","22174","21662","20992","20557","20282","19755","19239","18703","18233",
"중구","여자인구수[명]","명","31282","30778","30138","29679","29147","28397","27760","27170","26539","25857","25519","25242","24780","25109","24703","24490","24041","23724","23314","23034","22556","21803","21353","21241","20769","20450","19916","19304",
"서구","총인구수[명]","명","167762","163027","158506","154753","151874","148020","144305","142460","139607","136226","132803","129385","125785","126040","123718","120828","118783","118115","115963","112973","110039","110534","108229","108135","105164","105192","104089","103188",
"서구","남자인구수[명]","명","82978","80654","78458","76601","75121","73273","71527","70688","69268","67767","66060","64353","62582","62550","61285","59843","58741","58190","57007","55469","53873","53978","52627","52341","50853","50801","50028","49503",
"서구","여자인구수[명]","명","84784","82373","80048","78152","76753","74747","72778","71772","70339","68459","66743","65032","63203","63490","62433","60985","60042","59925","58956","57504","56166","56556","55602","55794","54311","54391","54061","53685",
"동구","총인구수[명]","명","140131","135154","130625","127138","124303","121043","117617","114204","109879","106890","104881","102764","101153","101514","100420","98529","96011","94565","92069","89826","88868","86912","88165","88901","87679","86462","87792","85911",
"동구","남자인구수[명]","명","69669","67320","65101","63311","61979","60339","58680","56930","54869","53442","52473","51462","50594","50649","50064","49007","47756","46952","45699","44516","43927","42830","43327","43509","42877","42249","42736","41709",
"동구","여자인구수[명]","명","70462","67834","65524","63827","62324","60704","58937","57274","55010","53448","52408","51302","50559","50865","50356","49522","48255","47613","46370","45310","44941","44082","44838","45392","44802","44213","45056","44202",
"영도구","총인구수[명]","명","198027","193174","188376","184488","179841","174678","170355","166054","162961","158780","155273","152118","148139","146798","143205","139765","135816","132102","129385","126362","123521","120109","116711","113342","110638","108156","106548","103737",
"영도구","남자인구수[명]","명","98793","96536","94216","92275","89856","87213","85146","82972","81375","79315","77638","75991","73951","73285","71384","69619","67626","65670","64237","62596","61156","59429","57629","55846","54471","53223","52317","50912",
"영도구","여자인구수[명]","명","99234","96638","94160","92213","89985","87465","85209","83082","81586","79465","77635","76127","74188","73513","71821","70146","68190","66432","65148","63766","62365","60680","59082","57496","56167","54933","54231","52825",
"부산진구","총인구수[명]","명","440813","436290","434032","430373","426518","420645","410603","405534","410610","405775","402359","400516","395689","395826","395044","392731","389765","387378","381572","376526","371703","362357","357880","359886","353159","355917","359508","359281",
"부산진구","남자인구수[명]","명","220790","218569","217445","215379","213209","210105","204941","202373","204291","201709","199766","198474","195868","195905","195246","193834","191789","190136","187028","184213","181502","176316","173446","173920","170181","171141","172607","172115",
"부산진구","여자인구수[명]","명","220023","217721","216587","214994","213309","210540","205662","203161","206319","204066","202593","202042","199821","199921","199798","198897","197976","197242","194544","192313","190201","186041","184434","185966","182978","184776","186901","187166",
"동래구","총인구수[명]","명","302325","300275","301307","300081","295361","290396","282056","279366","276095","279528","284901","282673","281644","282779","283742","278767","276689","275971","272837","272745","270727","266515","271247","270745","266866","273226","270815","274370",
"동래구","남자인구수[명]","명","150524","149600","150031","149658","147283","144610","140551","139215","137428","138946","141536","140424","139596","140009","140377","137722","136514","135902","134214","133890","132673","130338","132295","131735","129681","132296","130920","132236",
"동래구","여자인구수[명]","명","151801","150675","151276","150423","148078","145786","141505","140151","138667","140582","143365","142249","142048","142770","143365","141045","140175","140069","138623","138855","138054","136177","138952","139010","137185","140930","139895","142134",
"남구","총인구수[명]","명","308372","304978","299074","299518","302642","305375","307287","304481","302257","297893","296666","298314","297963","298458","295121","291175","291770","286989","283101","278779","273854","279917","274480","267731","262069","256333","254185","254498",
"남구","남자인구수[명]","명","154755","153130","150248","150460","151789","152970","153715","152295","150988","148720","148111","148709","148192","148297","146362","144063","144189","141511","139403","137096","134592","137437","134519","131037","127955","125118","123851","123837",
"남구","여자인구수[명]","명","153617","151848","148826","149058","150853","152405","153572","152186","151269","149173","148555","149605","149771","150161","148759","147112","147581","145478","143698","141683","139262","142480","139961","136694","134114","131215","130334","130661",
"북구","총인구수[명]","명","296203","296335","306682","307238","311481","320976","326710","333316","335699","330446","325302","318859","314227","312218","307988","312937","309719","306974","310484","310202","302924","296952","291132","283952","283211","278857","273596","267692",
"북구","남자인구수[명]","명","148828","148748","154094","154363","156584","161235","163796","166863","167915","165261","162714","159332","156884","156130","153873","156218","154473","152895","154500","154276","150355","147233","144229","140527","139795","137274","134559","131353",
"북구","여자인구수[명]","명","147375","147587","152588","152875","154897","159741","162914","166453","167784","165185","162588","159527","157343","156088","154115","156719","155246","154079","155984","155926","152569","149719","146903","143425","143416","141583","139037","136339",
"해운대구","총인구수[명]","명","379944","402154","407491","408842","407562","401663","403585","403432","404599","418875","423816","424455","424974","426729","425618","428188","425536","423531","422818","419853","412039","409347","406102","402169","396438","386785","380448","376404",
"해운대구","남자인구수[명]","명","188710","199723","202269","202655","201839","198775","199483","199107","199351","206075","208322","208284","208273","208787","208071","208973","207384","206336","205811","203814","199630","197871","195960","193618","190624","185514","182289","180283",
"해운대구","여자인구수[명]","명","191234","202431","205222","206187","205723","202888","204102","204325","205248","212800","215494","216171","216701","217942","217547","219215","218152","217195","217007","216039","212409","211476","210142","208551","205814","201271","198159","196121",
"사하구","총인구수[명]","명","392514","391758","389570","388020","383864","378236","375283","374248","371909","366865","364693","365368","359800","358730","355443","352726","349110","343371","337781","334603","333301","327791","321004","311757","306003","301987","297831","292491",
"사하구","남자인구수[명]","명","196802","196453","195194","194306","192373","189541","188014","187366","186053","183487","182588","182810","180207","179855","178160","176689","174748","171769","168860","167290","166434","163766","160101","155228","152197","150009","147805","145062",
"사하구","여자인구수[명]","명","195712","195305","194376","193714","191491","188695","187269","186882","185856","183378","182105","182558","179593","178875","177283","176037","174362","171602","168921","167313","166867","164025","160903","156529","153806","151978","150026","147429",
"금정구","총인구수[명]","명","301970","297844","294560","292187","285760","278511","274696","271046","264880","263338","258934","256398","252039","255419","254720","255692","253526","249856","246026","244624","244469","242956","239062","232666","228049","221256","215590","209932",
"금정구","남자인구수[명]","명","150639","148570","146838","145454","142221","138627","136563","134581","131230","130463","128224","126795","124628","126247","125734","126142","125009","123091","120957","120291","120153","119261","117070","113595","111513","108085","105149","102206",
"금정구","여자인구수[명]","명","151331","149274","147722","146733","143539","139884","138133","136465","133650","132875","130710","129603","127411","129172","128986","129550","128517","126765","125069","124333","124316","123695","121992","119071","116536","113171","110441","107726",
"강서구","총인구수[명]","명","68828","67244","64268","62137","60457","58288","56415","54711","53808","53169","51819","52156","60372","62594","64733","65806","69873","79619","94608","108909","117382","122957","129566","137957","142918","143207","142396","142789",
"강서구","남자인구수[명]","명","35299","34596","33084","32113","31330","30323","29436","28600","28165","27886","27188","27457","31539","32747","33785","34368","36413","41412","49032","56287","60677","63491","66982","71245","74047","74248","73821","73956",
"강서구","여자인구수[명]","명","33529","32648","31184","30024","29127","27965","26979","26111","25643","25283","24631","24699","28833","29847","30948","31438","33460","38207","45576","52622","56705","59466","62584","66712","68871","68959","68575","68833",
"연제구","총인구수[명]","명","232641","225983","226854","223344","226267","228268","225473","221853","217763","214809","212658","212810","210390","212696","213326","211536","209290","208012","210718","207268","206742","207840","209395","209157","207144","203536","205766","212589",
"연제구","남자인구수[명]","명","116315","112921","113203","111501","112962","113891","112435","110526","108391","106674","105317","105221","104142","105243","105483","104471","103174","102403","103507","101330","100613","100789","101253","100700","99761","97604","98344","101514",
"연제구","여자인구수[명]","명","116326","113062","113651","111843","113305","114377","113038","111327","109372","108135","107341","107589","106248","107453","107843","107065","106116","105609","107211","105938","106129","107051","108142","108457","107383","105932","107422","111075",
"수영구","총인구수[명]","명","193938","189461","186480","184743","181075","177881","177119","180576","178684","177814","178253","177140","177292","178267","176691","176666","175098","178480","179795","179324","179996","176246","176148","176894","175095","174806","174518","171918",
"수영구","남자인구수[명]","명","95389","93199","91725","90612","88837","87023","86598","88027","87010","86582","86584","86083","85939","86304","85338","85230","84361","85773","86077","85573","85778","83852","83565","83573","82609","82144","81901","80422",
"수영구","여자인구수[명]","명","98549","96262","94755","94131","92238","90858","90521","92549","91674","91232","91669","91057","91353","91963","91353","91436","90737","92707","93718","93751","94218","92394","92583","93321","92486","92662","92617","91496",
"사상구","총인구수[명]","명","292449","290621","296142","301127","300309","294090","287938","282097","277481","271484","265512","260897","255274","257843","254413","250424","246797","242953","237711","232800","229219","223361","218094","212586","208298","203789","202932","198635",
"사상구","남자인구수[명]","명","148672","147760","150391","153024","152453","149368","146301","143335","140867","138044","135053","132808","129969","131618","129863","127701","125900","123783","120981","118419","116416","113240","110286","107405","105034","102544","101865","99549",
"사상구","여자인구수[명]","명","143777","142861","145751","148103","147856","144722","141637","138762","136614","133440","130459","128089","125305","126225","124550","122723","120897","119170","116730","114381","112803","110121","107808","105181","103264","101245","101067","99086",
"기장군","총인구수[명]","명","74139","74456","74125","74324","76166","76384","77632","79788","80104","79334","79565","81159","89384","102557","108095","114566","132507","144748","153093","158527","161651","164864","164716","174545","177125","178614","178729","175626",
"기장군","남자인구수[명]","명","36767","36851","36731","36824","37779","37953","38608","39747","39980","39660","39844","40628","44713","51211","53840","56941","65619","71581","75755","78373","80067","81598","81571","86439","87691","88426","88536","87022",
"기장군","여자인구수[명]","명","37372","37605","37394","37500","38387","38431","39024","40041","40124","39674","39721","40531","44671","51346","54255","57625","66888","73167","77338","80154","81584","83266","83145","88106","89434","90188","90193","88604",
"대구광역시","총인구수[명]","명","2488346","2493440","2505710","2524253","2525109","2525803","2529544","2524712","2511306","2496115","2493261","2492724","2489781","2511676","2507271","2505644","2501588","2493264","2487829","2484557","2475231","2461769","2438031","2418346","2385412","2363691","2374960","2363629",
"대구광역시","남자인구수[명]","명","1250442","1253073","1259384","1268348","1268488","1268530","1269880","1266254","1259092","1250849","1248233","1246873","1243878","1255245","1251577","1249320","1246071","1241119","1237291","1234169","1227814","1219342","1205286","1193109","1175632","1162865","1166803","1159601",
